发布部门,标题,发布时间,通知URL,是否有附件,附件信息,下载次数参数
教研教改,关于组织线上线下混合式一流课程（爱课程SPOC）建设项目培训的通知,发布时间：2021-01-15,https://jwch.fzu.edu.cn//../info/1037/8187.htm,无,无,无
教学运行,关于2020-2021学年第二学期辅修专业选课的通知,发布时间：2021-01-14,https://jwch.fzu.edu.cn//../info/1036/7318.htm,无,无,无
质量办,关于举办福州大学第十五场“教学有道”研讨活动的通知,发布时间：2021-01-13,https://jwch.fzu.edu.cn//../info/1040/8858.htm,无,无,无
计划科,关于核对2020-2021学年第二学期通识教育选修课开课信息的有关通知,发布时间：2021-01-08,https://jwch.fzu.edu.cn//../info/1038/8167.htm,无,无,无
质量办,关于举办福州大学第十四场“教学有道”研讨活动的通知,发布时间：2021-01-06,https://jwch.fzu.edu.cn//../info/1040/8856.htm,无,无,无
综合科,关于评选2020年优秀教学管理人员的通知,发布时间：2021-01-05,https://jwch.fzu.edu.cn//../info/1035/11519.htm,无,无,无
综合科,关于召开福州大学2020-2021学年秋季学期 期末教学工作会议的通知,发布时间：2021-01-05,https://jwch.fzu.edu.cn//../info/1035/7287.htm,无,无,无
实践科,关于公布第十二届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛入选省赛资格名单的通知,发布时间：2021-01-05,https://jwch.fzu.edu.cn//../info/1039/8684.htm,无,无,无
综合科,关于评选2020年优秀教学管理人员的通知,发布时间：2021-01-05,https://jwch.fzu.edu.cn//../info/1035/7284.htm,无,无,无
质量办,关于举办福州大学第十三场“教学有道”研讨活动的通知,发布时间：2021-01-04,https://jwch.fzu.edu.cn//../info/1040/8855.htm,无,无,无
教学运行,关于做好期末复习考试及下学期开学等工作的通知,发布时间：2020-12-31,https://jwch.fzu.edu.cn//../info/1036/7316.htm,无,无,无
教学运行,关于2020-2021学年第二学期学生学期选课的通知,发布时间：2020-12-31,https://jwch.fzu.edu.cn//../info/1036/7313.htm,无,无,无
实践科,关于组织参加2020年福建省高等教育学会实验室管理专业委员会网络视频年会的通知,发布时间：2020-12-31,https://jwch.fzu.edu.cn//../info/1039/8680.htm,无,无,无
实践科,关于开展2020年度国家级实验教学示范中心和国家级虚拟仿真实验教学中心年度考核的通知,发布时间：2020-12-31,https://jwch.fzu.edu.cn//../info/1039/8679.htm,无,无,无
实践科,关于举办福州大学第三届大学生虚拟仿真实验教学项目创新设计竞赛通知,发布时间：2020-12-31,https://jwch.fzu.edu.cn//../info/1039/8681.htm,有,附件下载.rar(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605241),"wbfileid=7605241,owner=1744984858"
实践科,关于做好2020年省级以上大学生创新创业训练计划项目和第二十六期本科生科研训练计划项目中期检查工作的通知,发布时间：2020-12-29,https://jwch.fzu.edu.cn//../info/1039/8678.htm,无,无,无
教学运行,关于2020-2021学年第一学期大学英语（二）、（三）课期末考试安排的通知,发布时间：2020-12-29,https://jwch.fzu.edu.cn//../info/1036/7311.htm,无,无,无
教学运行,关于2020-2021学年第一学期大学英语（一）课期末考试安排的通知,发布时间：2020-12-29,https://jwch.fzu.edu.cn//../info/1036/7312.htm,无,无,无
教学运行,关于2021年元旦放假课程调整的通知,发布时间：2020-12-28,https://jwch.fzu.edu.cn//../info/1036/7310.htm,无,无,无
教学运行,关于2020-2021学年第一学期工程制图A（上）、C（上）、D课期末考试安排的通知,发布时间：2020-12-25,https://jwch.fzu.edu.cn//../info/1036/7306.htm,无,无,无
教学运行,关于2020-2021学年第一学期大学物理A（下）、B（下）课期末考试安排的通知,发布时间：2020-12-25,https://jwch.fzu.edu.cn//../info/1036/7308.htm,无,无,无
实践科,关于公布2020年校级虚拟仿真实验教学项目的通知,发布时间：2020-12-25,https://jwch.fzu.edu.cn//../info/1039/8676.htm,无,无,无
教学运行,关于2020-2021学年第一学期高等数学A（上）、B（上）、C（上）、D课期末考试安排的通知,发布时间：2020-12-25,https://jwch.fzu.edu.cn//../info/1036/7305.htm,无,无,无
实践科,关于对2020年学院教学有关数据进行统计的通知,发布时间：2020-12-24,https://jwch.fzu.edu.cn//../info/1039/8674.htm,有,2020年学院教学有关数据统计表格下载.zip(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605235),"wbfileid=7605235,owner=1744984858"
教学运行,关于2020-2021学年第一学期《线性代数与解析几何》课期末考试安排的通知,发布时间：2020-12-23,https://jwch.fzu.edu.cn//../info/1036/7304.htm,无,无,无
教学运行,关于2020-2021学年第一学期英语专题课期末考试安排的通知,发布时间：2020-12-23,https://jwch.fzu.edu.cn//../info/1036/7302.htm,无,无,无
教学运行,关于2020-2021学年第一学期《大学英语（四）》期末考试安排的通知,发布时间：2020-12-23,https://jwch.fzu.edu.cn//../info/1036/7300.htm,无,无,无
教学运行,关于2020-2021学年第一学期计算机语言类课程期末考试安排的通知,发布时间：2020-12-23,https://jwch.fzu.edu.cn//../info/1036/7303.htm,无,无,无
质量办,关于组织参加福建省首届高校教师教学创新大赛的通知,发布时间：2020-12-22,https://jwch.fzu.edu.cn//../info/1040/8854.htm,有,福建省首届高校教师教学创新大赛附件1-6-非正式稿.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605532),"wbfileid=7605532,owner=1744984858"
质量办,关于举办福州大学第十二场“教学有道”研讨活动的通知,发布时间：2020-12-22,https://jwch.fzu.edu.cn//../info/1040/8853.htm,无,无,无
实践科,关于公布第二十届高等数学竞赛获奖名单的通知,发布时间：2020-12-22,https://jwch.fzu.edu.cn//../info/1039/8672.htm,无,无,无
,关于转发新华网《全国高校优秀课程思政示范案例课上线新华思政申请通知 》的通知,发布时间：2020-12-21,https://jwch.fzu.edu.cn//../info/1012/11163.htm,有,附件1 高校课程思政案例课申报表——20240711新华网给的最新版申报表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14902314),"wbfileid=14902314,owner=1744984858"
实践科,关于举办福州大学第五届网络信息安全竞赛的通知,发布时间：2020-12-16,https://jwch.fzu.edu.cn//../info/1039/8670.htm,无,无,无
实践科,关于开展创新创业实践与素质拓展学分认定工作的通知,发布时间：2020-12-14,https://jwch.fzu.edu.cn//../info/1039/8669.htm,有,学分认定申请表格.rar(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605231),"wbfileid=7605231,owner=1744984858"
实践科,关于举办第十二届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,发布时间：2020-12-11,https://jwch.fzu.edu.cn//../info/1039/8752.htm,有,“蓝桥杯”软件大赛福州大学选拔赛报名表.xls(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605228),"wbfileid=7605228,owner=1744984858"
教研教改,关于组织参加省厅2020年省级一流课程建设培训班及“课程思政”工作坊线上培训的通知,发布时间：2020-12-10,https://jwch.fzu.edu.cn//../info/1037/8185.htm,无,无,无
质量办,关于第十七期新上岗教师观摩青年教师“最佳一节课”竞赛决赛的通知,发布时间：2020-12-10,https://jwch.fzu.edu.cn//../info/1040/8852.htm,无,无,无
实践科,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,发布时间：2020-12-09,https://jwch.fzu.edu.cn//../info/1039/8748.htm,有,省级以上项目结题附件下载.rar(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605222),"wbfileid=7605222,owner=1744984858"
实践科,关于做好第二十五期、二十六期本科生科研训练计划项目结题工作的通知,发布时间：2020-12-09,https://jwch.fzu.edu.cn//../info/1039/8750.htm,有,结题附件下载.rar(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605225),"wbfileid=7605225,owner=1744984858"
综合科,关于报送各学院2020年教学工作总结和2021年教学工作计划的通知,发布时间：2020-12-04,https://jwch.fzu.edu.cn//../info/1035/7280.htm,无,无,无
计划科,关于组织申报2020-2021学年第二学期通识教育选修课的通知,发布时间：2020-12-03,https://jwch.fzu.edu.cn//../info/1038/8165.htm,无,无,无
教学运行,关于2020-2021学年第一学期《高等数学A（下）》期末考试安排的通知,发布时间：2020-12-02,https://jwch.fzu.edu.cn//../info/1036/7299.htm,无,无,无
教学运行,关于2020-2021学年第一学期《线性代数》期末考试安排的通知,发布时间：2020-12-01,https://jwch.fzu.edu.cn//../info/1036/7295.htm,无,无,无
实践科,关于公布第九届“实达迪美杯”大学生软件设计与服务外包创新创业竞赛获奖名单的通知,发布时间：2020-12-01,https://jwch.fzu.edu.cn//../info/1039/8746.htm,无,无,无
教学运行,关于2020-2021学年第一学期《概率论与数理统计》期末考试安排的通知,发布时间：2020-12-01,https://jwch.fzu.edu.cn//../info/1036/7298.htm,无,无,无
教学运行,关于组织2020级新生开展学籍信息自查工作的通知,发布时间：2020-11-23,https://jwch.fzu.edu.cn//../info/1036/7357.htm,无,无,无
质量办,关于福州大学2020年第十八期新上岗教师达标培训班观摩公开课（二）的通知,发布时间：2020-11-20,https://jwch.fzu.edu.cn//../info/1040/8851.htm,无,无,无
教学运行,关于公布2020-2021学年各学院转专业实施细则的通知,发布时间：2020-11-19,https://jwch.fzu.edu.cn//../info/1036/11642.htm,有,2020-2021学年各学院转专业实施细则.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7677049),"wbfileid=7677049,owner=1744984858"
教学运行,关于2020-2021学年第一学期工程制图E、画法几何期末考试安排的通知,发布时间：2020-11-17,https://jwch.fzu.edu.cn//../info/1036/7354.htm,无,无,无
质量办,关于举办福州大学第十一场“教学有道”研讨活动的通知,发布时间：2020-11-17,https://jwch.fzu.edu.cn//../info/1040/8850.htm,无,无,无
实践科,关于公布第二届虚拟仿真实验教学项目创新设计竞赛获奖名单的通知,发布时间：2020-11-11,https://jwch.fzu.edu.cn//../info/1039/8744.htm,无,无,无
计划科,2020-2021学年第一学期在校学生申请辅修专业的通知,发布时间：2020-11-11,https://jwch.fzu.edu.cn//../info/1038/8162.htm,无,无,无
质量办,福州大学关于印发体育课堂教学质量评价标准的通知,发布时间：2020-11-10,https://jwch.fzu.edu.cn//../info/1040/8849.htm,有,福州大学课堂教学质量评估表（体育课）.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605531),"wbfileid=7605531,owner=1744984858"
计划科,关于增加开放一门通识选修课选课的通知,发布时间：2020-11-05,https://jwch.fzu.edu.cn//../info/1038/8159.htm,无,无,无
教学运行,关于做好2020学年本科生转专业工作的通知,发布时间：2020-11-02,https://jwch.fzu.edu.cn//../info/1036/7353.htm,无,无,无
教学运行,关于2020-2021学年第一学期 高等数学A(上）、B（上）、C（上）、D半期考试安排的通知,发布时间：2020-10-30,https://jwch.fzu.edu.cn//../info/1036/7351.htm,无,无,无
综合科,关于收看新文科建设工作视频会议的通知,发布时间：2020-10-29,https://jwch.fzu.edu.cn//../info/1035/7276.htm,无,无,无
质量办,关于举办福州大学第十场“教学有道”研讨活动的通知,发布时间：2020-10-28,https://jwch.fzu.edu.cn//../info/1040/8848.htm,无,无,无
教学运行,关于做好2021届预计毕业生电子注册图像采集工作的通知,发布时间：2020-10-28,https://jwch.fzu.edu.cn//../info/1036/7349.htm,无,无,无
实践科,关于福州大学第十届大学生工程训练综合能力竞赛组委会、专家委员会会议改期的通知,发布时间：2020-10-22,https://jwch.fzu.edu.cn//../info/1039/8742.htm,无,无,无
质量办,关于福州大学2020年第十八期新上岗教师达标培训班观摩公开课（一）的通知,发布时间：2020-10-22,https://jwch.fzu.edu.cn//../info/1040/8847.htm,无,无,无
教学运行,关于2020 年全国大学生英语竞赛初赛参赛通知,发布时间：2020-10-21,https://jwch.fzu.edu.cn//../info/1036/7347.htm,无,无,无
实践科,福州大学第十届大学生工程训练综合能力竞赛组委会、专家委员会会议通知,发布时间：2020-10-21,https://jwch.fzu.edu.cn//../info/1039/8740.htm,无,无,无
综合科,关于组织参加全省本科教育管理人员视频培训班的通知,发布时间：2020-10-21,https://jwch.fzu.edu.cn//../info/1035/7274.htm,无,无,无
实践科,关于做好大学生学科竞赛项目认定工作的通知,发布时间：2020-10-16,https://jwch.fzu.edu.cn//../info/1039/8738.htm,无,无,无
质量办,关于公布福州大学2020年教师教学能力培训项目（课程）立项评选结果的通知,发布时间：2020-10-15,https://jwch.fzu.edu.cn//../info/1040/8846.htm,无,无,无
计划科,关于2020级港澳台侨学生退选思政课和军事课程的通知,发布时间：2020-10-14,https://jwch.fzu.edu.cn//../info/1038/8156.htm,无,无,无
实践科,关于公布福州大学第十七届程序设计竞赛获奖名单的通知,发布时间：2020-10-12,https://jwch.fzu.edu.cn//../info/1039/8736.htm,无,无,无
教学运行,关于公布2020大学生英语竞赛初赛获奖名单（ABC类）的通知,发布时间：2020-10-10,https://jwch.fzu.edu.cn//../info/1036/7346.htm,无,无,无
实践科,关于举办福州大学第十届大学生工程训练综合能力竞赛的通知,发布时间：2020-10-10,https://jwch.fzu.edu.cn//../info/1039/8734.htm,无,无,无
教研教改,福州大学关于公布2020级“数理金融实验班”学生名单的通知,发布时间：2020-10-05,https://jwch.fzu.edu.cn//../info/1037/8182.htm,无,无,无
教研教改,福州大学关于公布2020级“数理综合班”学生名单的通知,发布时间：2020-10-05,https://jwch.fzu.edu.cn//../info/1037/8183.htm,无,无,无
质量办,关于举办福州大学第九场“教学有道”研讨活动的通知,发布时间：2020-09-30,https://jwch.fzu.edu.cn//../info/1040/8844.htm,无,无,无
